"","subject","order","condition","trial_number","rating","encoding_phase","memorised","learned","never_learned","forgotten","performance","number_of_trials"
"857","sub-46","D-R","Rest","41",3,"E2",1,0,0,0,1,15
"858","sub-46","D-R","Rest","42",0,"E2",1,0,0,0,1,15
"859","sub-46","D-R","Rest","43",3,"E2",0,0,0,1,0,15
"860","sub-46","D-R","Rest","44",0,"E2",0,0,0,1,0,15
"861","sub-46","D-R","Rest","48",0,"E2",1,0,0,0,1,15
"862","sub-46","D-R","Rest","49",1,"E2",1,0,0,0,1,15
"863","sub-46","D-R","Rest","50",1,"E2",1,0,0,0,1,15
"864","sub-46","D-R","Distraction","10",0,"E1",1,0,0,0,1,13
"865","sub-46","D-R","Distraction","11",3,"E1",1,0,0,0,1,13
"866","sub-46","D-R","Distraction","13",2,"E1",1,0,0,0,1,13
"867","sub-46","D-R","Distraction","17",0,"E1",1,0,0,0,1,13
"868","sub-46","D-R","Distraction","18",0,"E1",1,0,0,0,1,13
"869","sub-46","D-R","Distraction","2",3,"E1",1,0,0,0,1,13
"870","sub-46","D-R","Distraction","20",2,"E1",1,0,0,0,1,13
"871","sub-46","D-R","Distraction","21",0,"E1",1,0,0,0,1,13
"872","sub-46","D-R","Distraction","25",1,"E1",1,0,0,0,1,13
"873","sub-46","D-R","Distraction","5",2,"E1",1,0,0,0,1,13
"874","sub-46","D-R","Distraction","6",0,"E1",1,0,0,0,1,13
"875","sub-46","D-R","Distraction","7",3,"E1",1,0,0,0,1,13
"876","sub-46","D-R","Distraction","9",1,"E1",1,0,0,0,1,13
"877","sub-47","R-D","Rest","1",1,"E1",1,0,0,0,1,21
"878","sub-47","R-D","Rest","10",2,"E1",1,0,0,0,1,21
"879","sub-47","R-D","Rest","11",1,"E1",1,0,0,0,1,21
"880","sub-47","R-D","Rest","12",0,"E1",1,0,0,0,1,21
"881","sub-47","R-D","Rest","13",1,"E1",1,0,0,0,1,21
"882","sub-47","R-D","Rest","14",1,"E1",1,0,0,0,1,21
"883","sub-47","R-D","Rest","15",1,"E1",1,0,0,0,1,21
"884","sub-47","R-D","Rest","16",1,"E1",1,0,0,0,1,21
"885","sub-47","R-D","Rest","17",0,"E1",1,0,0,0,1,21
"886","sub-47","R-D","Rest","18",0,"E1",1,0,0,0,1,21
"887","sub-47","R-D","Rest","19",0,"E1",1,0,0,0,1,21
"888","sub-47","R-D","Rest","2",1,"E1",1,0,0,0,1,21
"889","sub-47","R-D","Rest","21",0,"E1",1,0,0,0,1,21
"890","sub-47","R-D","Rest","22",1,"E1",1,0,0,0,1,21
"891","sub-47","R-D","Rest","23",0,"E1",1,0,0,0,1,21
"892","sub-47","R-D","Rest","25",1,"E1",1,0,0,0,1,21
"893","sub-47","R-D","Rest","3",3,"E1",1,0,0,0,1,21
"894","sub-47","R-D","Rest","5",3,"E1",1,0,0,0,1,21
"895","sub-47","R-D","Rest","6",2,"E1",1,0,0,0,1,21
"896","sub-47","R-D","Rest","8",0,"E1",1,0,0,0,1,21
"897","sub-47","R-D","Rest","9",0,"E1",1,0,0,0,1,21
"898","sub-47","R-D","Distraction","28",1,"E2",1,0,0,0,1,22
"899","sub-47","R-D","Distraction","29",3,"E2",1,0,0,0,1,22
"900","sub-47","R-D","Distraction","30",1,"E2",1,0,0,0,1,22
"901","sub-47","R-D","Distraction","31",1,"E2",1,0,0,0,1,22
"902","sub-47","R-D","Distraction","32",2,"E2",1,0,0,0,1,22
"903","sub-47","R-D","Distraction","33",3,"E2",1,0,0,0,1,22
"904","sub-47","R-D","Distraction","34",1,"E2",1,0,0,0,1,22
"905","sub-47","R-D","Distraction","35",2,"E2",1,0,0,0,1,22
"906","sub-47","R-D","Distraction","36",0,"E2",1,0,0,0,1,22
"907","sub-47","R-D","Distraction","37",1,"E2",1,0,0,0,1,22
"908","sub-47","R-D","Distraction","38",2,"E2",1,0,0,0,1,22
"909","sub-47","R-D","Distraction","40",1,"E2",1,0,0,0,1,22
"910","sub-47","R-D","Distraction","41",3,"E2",1,0,0,0,1,22
"911","sub-47","R-D","Distraction","42",0,"E2",1,0,0,0,1,22
"912","sub-47","R-D","Distraction","43",0,"E2",1,0,0,0,1,22
"913","sub-47","R-D","Distraction","44",0,"E2",1,0,0,0,1,22
"914","sub-47","R-D","Distraction","45",0,"E2",1,0,0,0,1,22
"915","sub-47","R-D","Distraction","46",2,"E2",1,0,0,0,1,22
"916","sub-47","R-D","Distraction","47",2,"E2",1,0,0,0,1,22
"917","sub-47","R-D","Distraction","48",1,"E2",1,0,0,0,1,22
"918","sub-47","R-D","Distraction","49",3,"E2",1,0,0,0,1,22
"919","sub-47","R-D","Distraction","50",1,"E2",1,0,0,0,1,22
"920","sub-49","R-D","Rest","1",2,"E1",1,0,0,0,1,18
"921","sub-49","R-D","Rest","10",0,"E1",1,0,0,0,1,18
"922","sub-49","R-D","Rest","11",2,"E1",1,0,0,0,1,18
"923","sub-49","R-D","Rest","14",0,"E1",1,0,0,0,1,18
"924","sub-49","R-D","Rest","15",0,"E1",1,0,0,0,1,18
"925","sub-49","R-D","Rest","17",1,"E1",1,0,0,0,1,18
"926","sub-49","R-D","Rest","18",0,"E1",1,0,0,0,1,18
"927","sub-49","R-D","Rest","19",0,"E1",1,0,0,0,1,18
"928","sub-49","R-D","Rest","20",1,"E1",1,0,0,0,1,18
"929","sub-49","R-D","Rest","21",0,"E1",1,0,0,0,1,18
"930","sub-49","R-D","Rest","23",1,"E1",1,0,0,0,1,18
"931","sub-49","R-D","Rest","24",1,"E1",1,0,0,0,1,18
"932","sub-49","R-D","Rest","25",0,"E1",1,0,0,0,1,18
"933","sub-49","R-D","Rest","3",2,"E1",1,0,0,0,1,18
"934","sub-49","R-D","Rest","6",2,"E1",1,0,0,0,1,18
"935","sub-49","R-D","Rest","7",1,"E1",0,0,0,1,0,18
"936","sub-49","R-D","Rest","8",0,"E1",1,0,0,0,1,18
"937","sub-49","R-D","Rest","9",0,"E1",1,0,0,0,1,18
"938","sub-49","R-D","Distraction","26",3,"E2",1,0,0,0,1,22
"939","sub-49","R-D","Distraction","27",3,"E2",1,0,0,0,1,22
"940","sub-49","R-D","Distraction","28",0,"E2",1,0,0,0,1,22
"941","sub-49","R-D","Distraction","29",2,"E2",1,0,0,0,1,22
"942","sub-49","R-D","Distraction","31",1,"E2",1,0,0,0,1,22
"943","sub-49","R-D","Distraction","32",0,"E2",1,0,0,0,1,22
"944","sub-49","R-D","Distraction","33",0,"E2",1,0,0,0,1,22
"945","sub-49","R-D","Distraction","35",3,"E2",1,0,0,0,1,22
"946","sub-49","R-D","Distraction","36",0,"E2",1,0,0,0,1,22
"947","sub-49","R-D","Distraction","37",0,"E2",1,0,0,0,1,22
"948","sub-49","R-D","Distraction","39",1,"E2",1,0,0,0,1,22
"949","sub-49","R-D","Distraction","40",0,"E2",1,0,0,0,1,22
"950","sub-49","R-D","Distraction","41",2,"E2",1,0,0,0,1,22
"951","sub-49","R-D","Distraction","42",3,"E2",1,0,0,0,1,22
"952","sub-49","R-D","Distraction","43",1,"E2",1,0,0,0,1,22
"953","sub-49","R-D","Distraction","44",1,"E2",1,0,0,0,1,22
"954","sub-49","R-D","Distraction","45",0,"E2",1,0,0,0,1,22
"955","sub-49","R-D","Distraction","46",0,"E2",1,0,0,0,1,22
"956","sub-49","R-D","Distraction","47",0,"E2",1,0,0,0,1,22
"957","sub-49","R-D","Distraction","48",1,"E2",1,0,0,0,1,22
"958","sub-49","R-D","Distraction","49",2,"E2",1,0,0,0,1,22
"959","sub-49","R-D","Distraction","50",0,"E2",1,0,0,0,1,22
"960","sub-50","D-R","Rest","26",1,"E2",1,0,0,0,1,18
"961","sub-50","D-R","Rest","27",1,"E2",1,0,0,0,1,18
"962","sub-50","D-R","Rest","28",1,"E2",1,0,0,0,1,18
"963","sub-50","D-R","Rest","29",3,"E2",0,0,0,1,0,18
"964","sub-50","D-R","Rest","33",1,"E2",1,0,0,0,1,18
"965","sub-50","D-R","Rest","35",2,"E2",1,0,0,0,1,18
"966","sub-50","D-R","Rest","37",3,"E2",1,0,0,0,1,18
"967","sub-50","D-R","Rest","38",3,"E2",1,0,0,0,1,18
"968","sub-50","D-R","Rest","39",1,"E2",1,0,0,0,1,18
"969","sub-50","D-R","Rest","41",2,"E2",1,0,0,0,1,18
"970","sub-50","D-R","Rest","42",0,"E2",1,0,0,0,1,18
"971","sub-50","D-R","Rest","44",0,"E2",1,0,0,0,1,18
"972","sub-50","D-R","Rest","45",2,"E2",1,0,0,0,1,18
"973","sub-50","D-R","Rest","46",1,"E2",1,0,0,0,1,18
"974","sub-50","D-R","Rest","47",1,"E2",1,0,0,0,1,18
"975","sub-50","D-R","Rest","48",0,"E2",0,0,0,1,0,18
"976","sub-50","D-R","Rest","49",1,"E2",1,0,0,0,1,18
"977","sub-50","D-R","Rest","50",0,"E2",1,0,0,0,1,18
"978","sub-50","D-R","Distraction","10",1,"E1",1,0,0,0,1,16
"979","sub-50","D-R","Distraction","13",0,"E1",1,0,0,0,1,16
"980","sub-50","D-R","Distraction","15",0,"E1",0,0,0,1,0,16
"981","sub-50","D-R","Distraction","16",1,"E1",1,0,0,0,1,16
"982","sub-50","D-R","Distraction","19",2,"E1",0,0,0,1,0,16
"983","sub-50","D-R","Distraction","20",3,"E1",1,0,0,0,1,16
"984","sub-50","D-R","Distraction","21",1,"E1",0,0,0,1,0,16
"985","sub-50","D-R","Distraction","22",0,"E1",0,0,0,1,0,16
"986","sub-50","D-R","Distraction","23",1,"E1",1,0,0,0,1,16
"987","sub-50","D-R","Distraction","24",2,"E1",0,0,0,1,0,16
"988","sub-50","D-R","Distraction","25",0,"E1",1,0,0,0,1,16
"989","sub-50","D-R","Distraction","3",2,"E1",1,0,0,0,1,16
"990","sub-50","D-R","Distraction","4",0,"E1",1,0,0,0,1,16
"991","sub-50","D-R","Distraction","6",0,"E1",1,0,0,0,1,16
"992","sub-50","D-R","Distraction","8",0,"E1",0,0,0,1,0,16
"993","sub-50","D-R","Distraction","9",3,"E1",0,0,0,1,0,16
"994","sub-52","D-R","Rest","26",3,"E2",1,0,0,0,1,20
"995","sub-52","D-R","Rest","27",2,"E2",1,0,0,0,1,20
"996","sub-52","D-R","Rest","28",1,"E2",1,0,0,0,1,20
"997","sub-52","D-R","Rest","30",1,"E2",1,0,0,0,1,20
"998","sub-52","D-R","Rest","31",2,"E2",1,0,0,0,1,20
"999","sub-52","D-R","Rest","32",2,"E2",1,0,0,0,1,20
"1000","sub-52","D-R","Rest","34",1,"E2",1,0,0,0,1,20
"1001","sub-52","D-R","Rest","36",2,"E2",1,0,0,0,1,20
"1002","sub-52","D-R","Rest","37",2,"E2",1,0,0,0,1,20
"1003","sub-52","D-R","Rest","38",1,"E2",1,0,0,0,1,20
"1004","sub-52","D-R","Rest","39",2,"E2",1,0,0,0,1,20
"1005","sub-52","D-R","Rest","40",2,"E2",1,0,0,0,1,20
"1006","sub-52","D-R","Rest","41",1,"E2",1,0,0,0,1,20
"1007","sub-52","D-R","Rest","42",1,"E2",1,0,0,0,1,20
"1008","sub-52","D-R","Rest","45",2,"E2",1,0,0,0,1,20
"1009","sub-52","D-R","Rest","46",2,"E2",1,0,0,0,1,20
"1010","sub-52","D-R","Rest","47",1,"E2",1,0,0,0,1,20
"1011","sub-52","D-R","Rest","48",1,"E2",1,0,0,0,1,20
"1012","sub-52","D-R","Rest","49",3,"E2",1,0,0,0,1,20
"1013","sub-52","D-R","Rest","50",1,"E2",1,0,0,0,1,20
"1014","sub-52","D-R","Distraction","10",2,"E1",1,0,0,0,1,22
"1015","sub-52","D-R","Distraction","11",2,"E1",1,0,0,0,1,22
"1016","sub-52","D-R","Distraction","12",0,"E1",1,0,0,0,1,22
"1017","sub-52","D-R","Distraction","13",1,"E1",1,0,0,0,1,22
"1018","sub-52","D-R","Distraction","14",3,"E1",1,0,0,0,1,22
"1019","sub-52","D-R","Distraction","15",2,"E1",1,0,0,0,1,22
"1020","sub-52","D-R","Distraction","16",1,"E1",1,0,0,0,1,22
"1021","sub-52","D-R","Distraction","17",0,"E1",1,0,0,0,1,22
"1022","sub-52","D-R","Distraction","18",3,"E1",1,0,0,0,1,22
"1023","sub-52","D-R","Distraction","19",3,"E1",1,0,0,0,1,22
"1024","sub-52","D-R","Distraction","2",1,"E1",1,0,0,0,1,22
"1025","sub-52","D-R","Distraction","21",1,"E1",1,0,0,0,1,22
"1026","sub-52","D-R","Distraction","22",2,"E1",1,0,0,0,1,22
"1027","sub-52","D-R","Distraction","23",0,"E1",1,0,0,0,1,22
"1028","sub-52","D-R","Distraction","25",1,"E1",1,0,0,0,1,22
"1029","sub-52","D-R","Distraction","3",1,"E1",1,0,0,0,1,22
"1030","sub-52","D-R","Distraction","4",0,"E1",1,0,0,0,1,22
"1031","sub-52","D-R","Distraction","5",3,"E1",1,0,0,0,1,22
"1032","sub-52","D-R","Distraction","6",2,"E1",1,0,0,0,1,22
"1033","sub-52","D-R","Distraction","7",1,"E1",1,0,0,0,1,22
"1034","sub-52","D-R","Distraction","8",1,"E1",1,0,0,0,1,22
"1035","sub-52","D-R","Distraction","9",2,"E1",1,0,0,0,1,22
"1036","sub-53","D-R","Rest","27",1,"E2",1,0,0,0,1,16
"1037","sub-53","D-R","Rest","28",3,"E2",1,0,0,0,1,16
"1038","sub-53","D-R","Rest","30",0,"E2",1,0,0,0,1,16
"1039","sub-53","D-R","Rest","31",3,"E2",1,0,0,0,1,16
"1040","sub-53","D-R","Rest","32",1,"E2",1,0,0,0,1,16
"1041","sub-53","D-R","Rest","35",1,"E2",1,0,0,0,1,16
"1042","sub-53","D-R","Rest","38",0,"E2",1,0,0,0,1,16
"1043","sub-53","D-R","Rest","39",2,"E2",1,0,0,0,1,16
"1044","sub-53","D-R","Rest","42",2,"E2",1,0,0,0,1,16
"1045","sub-53","D-R","Rest","44",3,"E2",1,0,0,0,1,16
"1046","sub-53","D-R","Rest","45",1,"E2",0,0,0,1,0,16
"1047","sub-53","D-R","Rest","46",1,"E2",0,0,0,1,0,16
"1048","sub-53","D-R","Rest","47",2,"E2",1,0,0,0,1,16
"1049","sub-53","D-R","Rest","48",1,"E2",1,0,0,0,1,16
"1050","sub-53","D-R","Rest","49",3,"E2",1,0,0,0,1,16
"1051","sub-53","D-R","Rest","50",2,"E2",1,0,0,0,1,16
"1052","sub-53","D-R","Distraction","1",2,"E1",1,0,0,0,1,11
"1053","sub-53","D-R","Distraction","10",3,"E1",1,0,0,0,1,11
"1054","sub-53","D-R","Distraction","15",2,"E1",1,0,0,0,1,11
"1055","sub-53","D-R","Distraction","17",3,"E1",1,0,0,0,1,11
"1056","sub-53","D-R","Distraction","19",3,"E1",1,0,0,0,1,11
"1057","sub-53","D-R","Distraction","2",1,"E1",1,0,0,0,1,11
"1058","sub-53","D-R","Distraction","3",3,"E1",1,0,0,0,1,11
"1059","sub-53","D-R","Distraction","4",0,"E1",1,0,0,0,1,11
"1060","sub-53","D-R","Distraction","5",2,"E1",1,0,0,0,1,11
"1061","sub-53","D-R","Distraction","6",2,"E1",1,0,0,0,1,11
"1062","sub-53","D-R","Distraction","9",0,"E1",1,0,0,0,1,11
"1063","sub-58","D-R","Rest","26",2,"E2",1,0,0,0,1,24
"1064","sub-58","D-R","Rest","27",2,"E2",1,0,0,0,1,24
"1065","sub-58","D-R","Rest","28",1,"E2",1,0,0,0,1,24
"1066","sub-58","D-R","Rest","29",2,"E2",1,0,0,0,1,24
"1067","sub-58","D-R","Rest","30",1,"E2",1,0,0,0,1,24
"1068","sub-58","D-R","Rest","31",1,"E2",1,0,0,0,1,24
"1069","sub-58","D-R","Rest","32",1,"E2",1,0,0,0,1,24
"1070","sub-58","D-R","Rest","33",0,"E2",1,0,0,0,1,24
"1071","sub-58","D-R","Rest","34",2,"E2",1,0,0,0,1,24
"1072","sub-58","D-R","Rest","35",3,"E2",1,0,0,0,1,24
"1073","sub-58","D-R","Rest","36",1,"E2",1,0,0,0,1,24
"1074","sub-58","D-R","Rest","37",1,"E2",1,0,0,0,1,24
"1075","sub-58","D-R","Rest","38",2,"E2",1,0,0,0,1,24
"1076","sub-58","D-R","Rest","39",1,"E2",1,0,0,0,1,24
"1077","sub-58","D-R","Rest","40",2,"E2",1,0,0,0,1,24
"1078","sub-58","D-R","Rest","41",1,"E2",1,0,0,0,1,24
"1079","sub-58","D-R","Rest","42",2,"E2",1,0,0,0,1,24
"1080","sub-58","D-R","Rest","43",2,"E2",1,0,0,0,1,24
"1081","sub-58","D-R","Rest","44",0,"E2",1,0,0,0,1,24
"1082","sub-58","D-R","Rest","45",0,"E2",1,0,0,0,1,24
"1083","sub-58","D-R","Rest","46",3,"E2",1,0,0,0,1,24
"1084","sub-58","D-R","Rest","47",0,"E2",1,0,0,0,1,24
"1085","sub-58","D-R","Rest","49",2,"E2",1,0,0,0,1,24
"1086","sub-58","D-R","Rest","50",1,"E2",1,0,0,0,1,24
"1087","sub-58","D-R","Distraction","1",2,"E1",1,0,0,0,1,22
"1088","sub-58","D-R","Distraction","10",2,"E1",1,0,0,0,1,22
"1089","sub-58","D-R","Distraction","11",2,"E1",1,0,0,0,1,22
"1090","sub-58","D-R","Distraction","12",1,"E1",1,0,0,0,1,22
"1091","sub-58","D-R","Distraction","13",3,"E1",1,0,0,0,1,22
"1092","sub-58","D-R","Distraction","14",1,"E1",1,0,0,0,1,22
"1093","sub-58","D-R","Distraction","15",2,"E1",1,0,0,0,1,22
"1094","sub-58","D-R","Distraction","16",1,"E1",1,0,0,0,1,22
"1095","sub-58","D-R","Distraction","17",1,"E1",1,0,0,0,1,22
"1096","sub-58","D-R","Distraction","18",0,"E1",1,0,0,0,1,22
"1097","sub-58","D-R","Distraction","2",3,"E1",1,0,0,0,1,22
"1098","sub-58","D-R","Distraction","20",2,"E1",1,0,0,0,1,22
"1099","sub-58","D-R","Distraction","21",3,"E1",1,0,0,0,1,22
"1100","sub-58","D-R","Distraction","22",2,"E1",1,0,0,0,1,22
"1101","sub-58","D-R","Distraction","23",1,"E1",1,0,0,0,1,22
"1102","sub-58","D-R","Distraction","25",2,"E1",1,0,0,0,1,22
"1103","sub-58","D-R","Distraction","3",2,"E1",1,0,0,0,1,22
"1104","sub-58","D-R","Distraction","4",2,"E1",1,0,0,0,1,22
"1105","sub-58","D-R","Distraction","5",3,"E1",1,0,0,0,1,22
"1106","sub-58","D-R","Distraction","7",3,"E1",1,0,0,0,1,22
"1107","sub-58","D-R","Distraction","8",2,"E1",1,0,0,0,1,22
"1108","sub-58","D-R","Distraction","9",1,"E1",1,0,0,0,1,22
"1109","sub-59","R-D","Rest","1",2,"E1",1,0,0,0,1,14
"1110","sub-59","R-D","Rest","11",3,"E1",1,0,0,0,1,14
"1111","sub-59","R-D","Rest","12",0,"E1",1,0,0,0,1,14
"1112","sub-59","R-D","Rest","13",3,"E1",1,0,0,0,1,14
"1113","sub-59","R-D","Rest","16",1,"E1",1,0,0,0,1,14
"1114","sub-59","R-D","Rest","17",1,"E1",1,0,0,0,1,14
"1115","sub-59","R-D","Rest","18",1,"E1",1,0,0,0,1,14
"1116","sub-59","R-D","Rest","19",0,"E1",1,0,0,0,1,14
"1117","sub-59","R-D","Rest","2",1,"E1",1,0,0,0,1,14
"1118","sub-59","R-D","Rest","20",2,"E1",1,0,0,0,1,14
"1119","sub-59","R-D","Rest","21",1,"E1",1,0,0,0,1,14
"1120","sub-59","R-D","Rest","23",2,"E1",1,0,0,0,1,14
"1121","sub-59","R-D","Rest","24",2,"E1",1,0,0,0,1,14
"1122","sub-59","R-D","Rest","3",1,"E1",0,0,0,1,0,14
"1123","sub-59","R-D","Distraction","26",1,"E2",1,0,0,0,1,18
"1124","sub-59","R-D","Distraction","29",3,"E2",1,0,0,0,1,18
"1125","sub-59","R-D","Distraction","31",0,"E2",1,0,0,0,1,18
"1126","sub-59","R-D","Distraction","32",1,"E2",1,0,0,0,1,18
"1127","sub-59","R-D","Distraction","33",1,"E2",1,0,0,0,1,18
"1128","sub-59","R-D","Distraction","36",0,"E2",1,0,0,0,1,18
"1129","sub-59","R-D","Distraction","37",0,"E2",1,0,0,0,1,18
"1130","sub-59","R-D","Distraction","39",3,"E2",1,0,0,0,1,18
"1131","sub-59","R-D","Distraction","40",2,"E2",1,0,0,0,1,18
"1132","sub-59","R-D","Distraction","41",0,"E2",1,0,0,0,1,18
"1133","sub-59","R-D","Distraction","42",1,"E2",1,0,0,0,1,18
"1134","sub-59","R-D","Distraction","43",1,"E2",1,0,0,0,1,18
"1135","sub-59","R-D","Distraction","44",3,"E2",1,0,0,0,1,18
"1136","sub-59","R-D","Distraction","45",1,"E2",1,0,0,0,1,18
"1137","sub-59","R-D","Distraction","46",1,"E2",1,0,0,0,1,18
"1138","sub-59","R-D","Distraction","47",1,"E2",1,0,0,0,1,18
"1139","sub-59","R-D","Distraction","48",1,"E2",0,0,0,1,0,18
"1140","sub-59","R-D","Distraction","50",0,"E2",1,0,0,0,1,18
